80,80
3110,5304,2798,1508,3141,5478,5464,2215,4172,6255,3164,3676,3932,4083,5146,487,4909,1349,734,1642,3885,2546,3705,621,6376,5619,1812,4202,5474,6283,5595,501,3446,1447,2471,3189,4544,3685,3983,6188,5570,5627,3874,5140,6225,1954,5832,5295,2346,2861,1598,5434,4897,6174,4955,5815,1204,2244,1525,1877,5209,298,2283,1358,1530,5700,3552,2208,3501,1834,3608,1244,4802,3117,3758,5903,2786,3898,4880,3637
6163,5550,4584,4433,2449,2623,4779,3748,3336,3965,4339,2469,59,784,4666,3277,2531,1729,2682,3421,241,841,699,5634,4140,5707,3260,2459,3883,3504,4280,4808,756,1532,2339,153,1035,2616,4354,5251,5604,3798,3333,3114,202,3876,6339,4442,6169,5715,4953,1756,5307,4461,6187,6297,1818,919,402,2019,4563,6033,2810,4128,3840,5685,2161,496,5681,5358,5143,5670,792,1843,4293,296,1059,6328,506,1278
2739,444,1102,6094,2803,4800,6361,2051,2188,5181,5216,2795,5172,2349,651,2429,2414,3022,2197,2177,3728,3907,1505,5079,4487,6288,1144,3066,2797,2343,4177,3257,3450,2904,2345,2576,6123,51,311,1042,4872,1281,4153,4230,3546,2867,4437,1770,5316,137,2870,6165,452,4654,2866,4747,1771,3830,5005,2896,6256,1038,6006,5,4577,4003,927,4723,796,5660,4403,1272,3929,2909,3697,4154,4219,2090,4988,262
1398,3203,6051,4211,680,988,921,587,168,4551,1894,2695,1910,1625,3135,1488,4047,5495,5403,683,1944,1274,385,4173,3960,3363,3324,1945,5522,4260,6091,440,3969,602,529,2407,1254,652,5347,6105,1000,6293,3866,5940,5203,6341,3987,1972,6162,269,4701,1706,349,5326,6108,1734,5879,503,5096,4595,2053,340,1566,1117,312,5934,4735,5353,3489,1153,1483,3438,6365,4345,4548,1290,4076,6387,2298,3779
3742,4875,5339,2628,5779,1016,911,5108,1634,2905,4650,4114,4176,5036,3955,1547,888,4694,5082,3631,692,2668,128,304,1419,3099,5611,4413,1541,3966,393,4087,2232,1147,2533,1348,4987,4124,5652,4262,533,1766,4891,4617,925,4890,2,3128,2575,726,2584,3877,3463,645,6099,3392,4300,720,5750,3227,4743,1985,1179,5912,3328,1632,890,6201,6319,4107,1099,4865,471,2701,502,3139,4291,2354,4601,2902
4695,1556,2235,6349,5015,1017,4928,3581,4141,706,1560,2274,2699,2273,740,4848,5840,985,5846,4431,1960,230,5269,5901,2498,5564,4929,2906,5899,1657,5130,2066,767,1472,4366,6202,3030,4284,5138,3752,5100,5617,5953,2547,70,5344,2312,4784,1060,5535,2201,6075,5414,1049,6124,1367,4505,378,4780,5684,2837,5392,5023,133,1005,5678,6289,4572,1701,1227,1423,3726,5022,6345,5565,2807,2413,3811,2277,272
1926,5711,5042,2140,536,4009,6206,3673,4863,1501,1767,622,274,3661,456,5669,2641,5624,2284,313,5147,5407,2042,1246,3233,6266,4738,2583,4344,3113,5063,3668,2697,1226,6221,4415,6386,1024,4782,5268,2366,6371,3434,827,800,950,1390,4148,4716,3360,807,4895,1886,6127,275,3427,3646,1130,5461,1570,4870,3981,3486,3626,474,4892,820,624,5286,2976,3964,465,2812,6382,1457,4271,4038,2856,1562,4873
3452,1338,2660,4387,2431,2631,418,1354,4079,6257,2621,2454,1316,582,2728,5688,5377,5213,1776,6301,4039,4341,2703,4516,1811,2430,5488,3006,1424,4866,5121,4874,5390,1561,136,3185,80,5699,3690,2238,883,5768,4257,6029,1824,3911,6204,1183,4496,686,4447,5378,2088,365,125,1407,3276,4686,2412,6104,1411,2100,3018,646,1379,1875,1132,4118,2966,2901,6322,1103,4394,4896,4185,4370,239,2784,4517,2478
2451,1264,2809,4514,3516,2500,6330,1611,3636,6292,4224,4115,2016,1127,4974,2851,1697,3001,1041,490,5971,1217,3343,2910,6020,3475,4231,5426,4420,1180,1168,4937,936,2932,5485,4004,2630,6,5132,629,3097,5151,5733,4448,2003,2661,3420,141,4600,2950,4221,5317,2555,5174,4951,5862,2076,2026,4898,1690,5835,3044,3261,4492,4088,590,4494,1229,126,1717,3933,6253,4416,116,6231,2034,2878,4220,695,2773
5842,3535,5554,3467,2362,5861,5193,142,2659,1011,33,3418,4270,4295,5582,4158,2814,3868,3019,5799,4823,478,5156,4161,4838,1051,3993,585,565,5508,4062,1388,5431,3869,2321,1995,3424,2245,3280,5907,4927,4840,3267,5633,450,804,5563,2675,2214,2046,5129,3889,1350,6089,62,5187,3761,655,960,770,3411,1324,578,5844,2711,2285,4837,1158,206,4381,3098,1540,2501,2888,4522,3603,5928,1417,2288,2758
6203,1758,1618,3028,4397,696,5270,3322,2156,995,87,3350,20,661,2344,403,5031,3329,5967,6168,5475,2483,2109,5544,1773,4338,6307,900,1902,5968,3878,1794,5718,5105,3773,674,3207,893,1006,2018,4967,3186,4467,108,2020,5287,616,5423,6251,4731,1597,3786,6045,6308,2300,2086,3273,1761,4027,3827,3090,1092,4012,2183,335,2146,5010,4973,3003,4378,4809,5931,5425,2637,3046,5471,5145,5470,4489,5391
5978,4645,400,3365,5409,5210,1574,3052,3217,4014,3020,6338,4163,5683,3532,1420,2755,4824,6147,808,3816,3485,4907,4583,4399,4881,363,3711,6182,3036,934,2494,5264,5889,4901,1983,3715,2569,3296,247,4386,3566,2186,4839,4849,1195,3707,5324,3762,4528,2083,610,2373,4319,781,1482,5436,1987,5893,2506,1989,2612,3219,2986,2688,1062,5790,2473,1137,4289,3852,6010,5864,6197,2696,3992,5319,3633,4996,2271
3859,3133,1320,5314,3168,101,1422,6303,386,5265,1887,2676,2165,4350,3353,245,420,2179,176,6138,1481,2674,1003,2622,1648,5954,498,2864,5827,5599,2750,4696,4711,4504,4722,762,718,280,1612,3675,2094,4786,1713,1645,3858,2911,4537,98,4771,1845,3551,785,6134,787,2134,614,2017,3547,4853,1511,5262,2479,4526,4715,4679,2269,4921,4454,1694,2082,3529,3228,2108,1787,3303,6367,2332,3389,3975,2779
3826,4513,2590,860,1740,4857,2819,4935,1800,3665,4285,5362,3437,2962,25,3214,3937,4649,5555,5048,4785,5784,1658,4426,4160,3650,1646,37,436,5981,329,3120,2318,1284,3792,5028,4389,2698,1507,2194,607,3702,3767,5182,4882,5383,1293,1772,2751,913,2945,4500,5825,649,2387,4156,2258,3054,5058,1889,843,5169,1469,1084,6080,5109,1781,5125,5351,4265,405,6375,396,5469,1169,1040,353,5616,4960,1425
3577,214,515,1437,5189,5322,188,2162,336,1864,5817,4149,6179,2045,896,2101,2877,5396,1668,3429,3784,1848,3906,3061,6218,6232,4915,3010,850,5454,1174,6238,3997,6272,6399,4251,4726,3639,2535,5148,4819,1161,3658,5588,1879,2217,4753,2323,3819,3087,3948,5829,4864,4940,3402,5017,187,634,1589,4441,86,4324,558,1480,5752,5896,6267,3902,4685,811,1671,6068,842,1129,5354,1019,3075,5364,594,758
2096,4530,5388,5019,1650,2078,1190,5104,1056,4182,1115,1072,424,171,5441,5765,2383,2153,3218,3063,5159,3560,2236,2845,6116,4933,5511,6032,3896,5056,253,4932,4995,5293,6073,3649,1093,3921,5363,772,1467,6071,1591,5320,434,3578,3895,3249,5289,586,6217,2532,963,3739,5532,1351,4191,2834,4636,1022,5206,5517,4902,2722,4990,5014,4607,3080,1032,4384,727,5594,752,42,4625,6013,4327,1583,102,6151
5546,63,3593,4668,5476,4468,3832,3456,1884,172,959,722,2110,5743,6107,6324,5253,2490,1980,2351,2421,463,5796,1119,1185,863,797,1543,281,1807,5124,1401,4117,5235,5283,676,5233,3670,2128,4054,2324,5229,1928,5313,1205,4396,219,5465,3542,5440,887,5218,140,5254,4215,4364,5335,1933,754,4460,3250,3247,3289,3385,1651,5767,2398,3934,4630,6393,5576,5404,5730,2169,5435,4292,4712,4663,2693,5791
3169,2207,4187,3599,5127,1405,2528,2353,127,4777,5890,5947,6390,6194,3298,5274,5398,4045,3531,3679,5781,2180,5671,4438,433,2923,3354,4568,235,3163,5725,4635,5204,2012,1033,1775,6280,4736,2085,983,3873,4347,1549,5618,6320,4746,2651,3387,326,1584,427,4089,4733,3,637,2719,2006,3132,920,2882,5232,3595,3377,1386,1360,6359,5761,6337,6053,5107,6368,4697,5856,1053,6304,3831,3481,2840,428,1748
3764,571,4331,152,1826,369,1821,5238,432,666,4282,1260,5112,3688,3927,4402,2800,3652,631,5493,5484,177,562,337,120,4195,2829,3527,2089,6038,3105,2940,2855,197,1277,4515,1361,5806,4278,5644,1493,2960,2032,4018,3774,2061,6306,1865,291,2493,3882,5539,4672,3797,1610,5960,1861,5118,2360,3311,755,6055,2983,4652,1582,865,5712,5789,640,1842,4229,4422,851,1974,3395,951,3919,551,1647,4671

